feature,semantic_type,basis,value_or_bin,development_count,positive_count,negative_count,positive_rate,development_share
EXERHMM1,count,exact_values,830,4,0,4,0.0,1.523763085315495e-05
EXERHMM1,count,exact_values,859,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,900,137,16,121,0.11678832116788321,0.0005218888567205571
EXERHMM1,count,exact_values,901,4,0,4,0.0,1.523763085315495e-05
EXERHMM1,count,exact_values,902,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXERHMM1,count,exact_values,903,2,0,2,0.0,7.618815426577475e-06
EXERHMM1,count,exact_values,909,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,910,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,915,3,0,3,0.0,1.1428223139866213e-05
EXERHMM1,count,exact_values,920,10,2,8,0.2,3.8094077132887376e-05
EXERHMM1,count,exact_values,925,2,0,2,0.0,7.618815426577475e-06
EXERHMM1,count,exact_values,930,13,3,10,0.23076923076923078,4.952230027275359e-05
EXERHMM1,count,exact_values,935,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,940,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,945,6,2,4,0.3333333333333333,2.2856446279732427e-05
EXERHMM1,count,exact_values,948,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,955,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,956,1,0,1,0.0,3.8094077132887377e-06
EXERHMM1,count,exact_values,959,70,6,64,0.08571428571428572,0.00026665853993021167
EXERHMM1,count,exact_values,999,259,29,230,0.11196911196911197,0.000986636597741783
EXERHMM1,count,exact_values,<MISSING>,87835,10045,77790,0.11436215631581943,0.3345993264967163
EXRACT21,categorical,exact_values,1,132,7,125,0.05303030303030303,0.0005028418181541134
EXRACT21,categorical,exact_values,2,2796,134,2662,0.04792560801144492,0.01065110396635531
EXRACT21,categorical,exact_values,3,14,1,13,0.07142857142857142,5.333170798604233e-05
EXRACT21,categorical,exact_values,4,44,2,42,0.045454545454545456,0.00016761393938470446
EXRACT21,categorical,exact_values,5,1163,20,1143,0.017196904557179708,0.004430341170554802
EXRACT21,categorical,exact_values,6,3535,361,3174,0.10212164073550212,0.013466256266475688
EXRACT21,categorical,exact_values,7,4786,228,4558,0.04763894692854158,0.0182318253157999
EXRACT21,categorical,exact_values,8,229,8,221,0.034934497816593885,0.000872354366343121
EXRACT21,categorical,exact_values,9,531,50,481,0.09416195856873823,0.0020227954957563197
EXRACT21,categorical,exact_values,10,172,2,170,0.011627906976744186,0.0006552181266856629
EXRACT21,categorical,exact_values,11,3267,218,3049,0.06672788490970309,0.012445334999314307
EXRACT21,categorical,exact_values,12,94,1,93,0.010638297872340425,0.00035808432504914135
EXRACT21,categorical,exact_values,13,245,29,216,0.11836734693877551,0.0009333048897557408
EXRACT21,categorical,exact_values,14,1498,78,1420,0.0520694259012016,0.005706492754506529
EXRACT21,categorical,exact_values,15,2021,107,1914,0.05294408708560119,0.007698812988556539
EXRACT21,categorical,exact_values,16,415,59,356,0.14216867469879518,0.0015809042010148263
EXRACT21,categorical,exact_values,17,71,3,68,0.04225352112676056,0.0002704679476435004
EXRACT21,categorical,exact_values,18,8095,582,7513,0.07189623224212477,0.030837155439072332
EXRACT21,categorical,exact_values,19,1613,156,1457,0.09671419714817112,0.006144574641534734
EXRACT21,categorical,exact_values,20,976,63,913,0.06454918032786885,0.0037179819281698083
EXRACT21,categorical,exact_values,21,16,1,15,0.0625,6.09505234126198e-05
EXRACT21,categorical,exact_values,22,1620,40,1580,0.024691358024691357,0.006171240495527756
EXRACT21,categorical,exact_values,23,92,1,91,0.010869565217391304,0.0003504655096225639
EXRACT21,categorical,exact_values,24,371,18,353,0.04851752021563342,0.0014132902616301219
EXRACT21,categorical,exact_values,25,157,20,137,0.12738853503184713,0.0005980770109863319
EXRACT21,categorical,exact_values,26,123,16,107,0.13008130081300814,0.00046855714873451476
EXRACT21,categorical,exact_values,27,9,1,8,0.1111111111111111,3.4284669419598644e-05
EXRACT21,categorical,exact_values,28,1115,25,1090,0.02242152466367713,0.004247489600316943
EXRACT21,categorical,exact_values,29,10,0,10,0.0,3.8094077132887376e-05
EXRACT21,categorical,exact_values,30,45,4,41,0.08888888888888889,0.0001714233470979932
EXRACT21,categorical,exact_values,31,1434,178,1256,0.12412831241283125,0.0054626906608560505
EXRACT21,categorical,exact_values,32,16,0,16,0.0,6.09505234126198e-05
EXRACT21,categorical,exact_values,33,116,11,105,0.09482758620689655,0.0004418912947414936
EXRACT21,categorical,exact_values,34,540,17,523,0.03148148148148148,0.0020570801651759183
EXRACT21,categorical,exact_values,35,103,2,101,0.019417475728155338,0.00039236899446874
EXRACT21,categorical,exact_values,36,183,16,167,0.08743169398907104,0.000697121611531839
EXRACT21,categorical,exact_values,37,5318,69,5249,0.012974802557352389,0.02025843021926951
EXRACT21,categorical,exact_values,38,87,2,85,0.022988505747126436,0.0003314184710561202
EXRACT21,categorical,exact_values,39,62,3,59,0.04838709677419355,0.00023618327822390176
EXRACT21,categorical,exact_values,40,228,21,207,0.09210526315789473,0.0008685449586298323
EXRACT21,categorical,exact_values,41,14,2,12,0.14285714285714285,5.333170798604233e-05
EXRACT21,categorical,exact_values,42,12,1,11,0.08333333333333333,4.5712892559464854e-05
EXRACT21,categorical,exact_values,43,62,0,62,0.0,0.00023618327822390176
EXRACT21,categorical,exact_values,44,99,3,96,0.030303030303030304,0.0003771313636155851
EXRACT21,categorical,exact_values,45,27,0,27,0.0,0.00010285400825879592
EXRACT21,categorical,exact_values,46,10,0,10,0.0,3.8094077132887376e-05
EXRACT21,categorical,exact_values,47,85,10,75,0.11764705882352941,0.00032379965562954273
EXRACT21,categorical,exact_values,48,998,81,917,0.0811623246492986,0.0038017888978621604
EXRACT21,categorical,exact_values,49,359,16,343,0.04456824512534819,0.0013675773690706569
EXRACT21,categorical,exact_values,50,99,0,99,0.0,0.0003771313636155851
EXRACT21,categorical,exact_values,51,478,9,469,0.01882845188284519,0.0018208968869520166
EXRACT21,categorical,exact_values,52,356,8,348,0.02247191011235955,0.0013561491459307907
EXRACT21,categorical,exact_values,53,30,2,28,0.06666666666666667,0.00011428223139866214
EXRACT21,categorical,exact_values,54,1840,154,1686,0.08369565217391305,0.0070093101924512775
EXRACT21,categorical,exact_values,55,14,2,12,0.14285714285714285,5.333170798604233e-05
EXRACT21,categorical,exact_values,56,73,1,72,0.0136986301369863,0.00027808676307007786
EXRACT21,categorical,exact_values,57,2649,146,2503,0.05511513778784447,0.010091121032501867
EXRACT21,categorical,exact_values,58,950,33,917,0.034736842105263156,0.003618937327624301
EXRACT21,categorical,exact_values,59,40,2,38,0.05,0.0001523763085315495
EXRACT21,categorical,exact_values,60,209,15,194,0.07177033492822966,0.0007961662120773462
EXRACT21,categorical,exact_values,61,612,20,592,0.032679738562091505,0.0023313575205327077
EXRACT21,categorical,exact_values,62,60,1,59,0.016666666666666666,0.00022856446279732428
EXRACT21,categorical,exact_values,63,302,9,293,0.029801324503311258,0.0011504411294131988
EXRACT21,categorical,exact_values,64,24236,1625,22611,0.06704901798976728,0.09232480533926585
EXRACT21,categorical,exact_values,66,42,2,40,0.047619047619047616,0.00015999512395812698
EXRACT21,categorical,exact_values,67,10867,493,10374,0.045366706542744085,0.041396833620308715
EXRACT21,categorical,exact_values,68,66,3,63,0.045454545454545456,0.0002514209090770567
EXRACT21,categorical,exact_values,69,3021,93,2928,0.030784508440913606,0.011508220701845278
EXRACT21,categorical,exact_values,71,1443,56,1387,0.038808038808038806,0.005496975330275649
EXRACT21,categorical,exact_values,72,1037,108,929,0.10414657666345227,0.003950355798680421
EXRACT21,categorical,exact_values,73,8593,903,7690,0.10508553473757709,0.032734240480290125
EXRACT21,categorical,exact_values,74,182,4,178,0.02197802197802198,0.0006933122038185503
EXRACT21,categorical,exact_values,75,175,18,157,0.10285714285714286,0.0006666463498255291
EXRACT21,categorical,exact_values,76,6076,668,5408,0.10994075049374588,0.023145961265942372
EXRACT21,categorical,exact_values,77,1679,148,1531,0.08814770696843359,0.006395995550611791
EXRACT21,categorical,exact_values,88,54700,5077,49623,0.09281535648994516,0.20837460191689397
EXRACT21,categorical,exact_values,98,9062,799,8263,0.08817038181416906,0.03452085269782254
EXRACT21,categorical,exact_values,99,544,49,495,0.0900735294117647,0.0020723177960290736
EXRACT21,categorical,exact_values,<MISSING>,88065,10065,78000,0.1142905808209845,0.3354754902707727
EXEROFT2,count,exact_values,101,14871,826,14045,0.05554434805998252,0.05664970210431682
EXEROFT2,count,exact_values,102,20551,1048,19503,0.05099508539730427,0.07828713791579685
EXEROFT2,count,exact_values,103,17056,1059,15997,0.06208958724202627,0.0649732579578527
EXEROFT2,count,exact_values,104,6129,381,5748,0.06216348507097406,0.023347859874746673
EXEROFT2,count,exact_values,105,6131,383,5748,0.06246941771326048,0.02335547869017325
EXEROFT2,count,exact_values,106,1767,133,1634,0.07526881720430108,0.0067312234293812
EXEROFT2,count,exact_values,107,9670,912,8758,0.09431230610134436,0.0368369725875021
EXEROFT2,count,exact_values,108,43,1,42,0.023255813953488372,0.00016380453167141572
EXEROFT2,count,exact_values,109,4,0,4,0.0,1.523763085315495e-05
EXEROFT2,count,exact_values,110,138,13,125,0.09420289855072464,0.0005256982644338458
EXEROFT2,count,exact_values,111,2,1,1,0.5,7.618815426577475e-06
EXEROFT2,count,exact_values,112,35,1,34,0.02857142857142857,0.00013332926996510584
EXEROFT2,count,exact_values,113,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,114,324,35,289,0.10802469135802469,0.001234248099105551
EXEROFT2,count,exact_values,115,41,3,38,0.07317073170731707,0.00015618571624483824
EXEROFT2,count,exact_values,116,4,0,4,0.0,1.523763085315495e-05
EXEROFT2,count,exact_values,117,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,118,4,0,4,0.0,1.523763085315495e-05
EXEROFT2,count,exact_values,120,69,7,62,0.10144927536231885,0.0002628491322169229
EXEROFT2,count,exact_values,121,106,14,92,0.1320754716981132,0.0004037972176086062
EXEROFT2,count,exact_values,123,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,124,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,125,23,3,20,0.13043478260869565,8.761637740564097e-05
EXEROFT2,count,exact_values,126,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,127,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,128,47,3,44,0.06382978723404255,0.00017904216252457068
EXEROFT2,count,exact_values,130,49,2,47,0.04081632653061224,0.00018666097795114815
EXEROFT2,count,exact_values,132,2,1,1,0.5,7.618815426577475e-06
EXEROFT2,count,exact_values,135,43,6,37,0.13953488372093023,0.00016380453167141572
EXEROFT2,count,exact_values,136,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXEROFT2,count,exact_values,140,15,1,14,0.06666666666666667,5.714111569933107e-05
EXEROFT2,count,exact_values,142,12,2,10,0.16666666666666666,4.5712892559464854e-05
EXEROFT2,count,exact_values,143,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,145,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,148,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,149,7,0,7,0.0,2.6665853993021166e-05
EXEROFT2,count,exact_values,150,33,5,28,0.15151515151515152,0.00012571045453852836
EXEROFT2,count,exact_values,156,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,160,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXEROFT2,count,exact_values,163,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,170,22,2,20,0.09090909090909091,8.380696969235223e-05
EXEROFT2,count,exact_values,172,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,175,5,0,5,0.0,1.9047038566443688e-05
EXEROFT2,count,exact_values,176,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,199,12,0,12,0.0,4.5712892559464854e-05
EXEROFT2,count,exact_values,201,2074,125,1949,0.06027000964320154,0.007900711597360843
EXEROFT2,count,exact_values,202,4796,261,4535,0.054420350291909926,0.018269919392932786
EXEROFT2,count,exact_values,203,3596,229,3367,0.06368186874304783,0.0136986301369863
EXEROFT2,count,exact_values,204,4446,324,4122,0.0728744939271255,0.016936626693281727
EXEROFT2,count,exact_values,205,2973,190,2783,0.06390850992263707,0.011325369131607418
EXEROFT2,count,exact_values,206,1711,127,1584,0.07422559906487435,0.006517896597437031
EXEROFT2,count,exact_values,207,769,50,719,0.06501950585175553,0.0029294345315190396
EXEROFT2,count,exact_values,208,1960,132,1828,0.0673469387755102,0.007466439118045926
EXEROFT2,count,exact_values,209,176,12,164,0.06818181818181818,0.0006704557575388178
EXEROFT2,count,exact_values,210,2991,196,2795,0.06552992310264126,0.011393938470446615
EXEROFT2,count,exact_values,211,29,2,27,0.06896551724137931,0.0001104728236853734
EXEROFT2,count,exact_values,212,1239,92,1147,0.07425343018563357,0.004719856156764746
EXEROFT2,count,exact_values,213,35,4,31,0.11428571428571428,0.00013332926996510584
EXEROFT2,count,exact_values,214,317,29,288,0.0914826498422713,0.00120758224511253
EXEROFT2,count,exact_values,215,2641,231,2410,0.08746686861037486,0.010060645770795556
EXEROFT2,count,exact_values,216,204,15,189,0.07352941176470588,0.0007771191735109025
EXEROFT2,count,exact_values,217,32,3,29,0.09375,0.0001219010468252396
EXEROFT2,count,exact_values,218,91,8,83,0.08791208791208792,0.00034665610190927516
EXEROFT2,count,exact_values,219,3,0,3,0.0,1.1428223139866213e-05
EXEROFT2,count,exact_values,220,2363,189,2174,0.0799830723656369,0.009001630426501287
EXEROFT2,count,exact_values,221,77,7,70,0.09090909090909091,0.0002933243939232328
EXEROFT2,count,exact_values,222,54,2,52,0.037037037037037035,0.00020570801651759185
EXEROFT2,count,exact_values,223,19,0,19,0.0,7.237874655248601e-05
EXEROFT2,count,exact_values,224,83,6,77,0.07228915662650602,0.00031618084020296525
EXEROFT2,count,exact_values,225,867,90,777,0.10380622837370242,0.003302756487421336
EXEROFT2,count,exact_values,226,67,6,61,0.08955223880597014,0.00025523031679034543
EXEROFT2,count,exact_values,227,35,3,32,0.08571428571428572,0.00013332926996510584
EXEROFT2,count,exact_values,228,158,19,139,0.12025316455696203,0.0006018864186996206
EXEROFT2,count,exact_values,229,27,1,26,0.037037037037037035,0.00010285400825879592
EXEROFT2,count,exact_values,230,4551,427,4124,0.0938255328499231,0.017336614503177045
EXEROFT2,count,exact_values,231,68,5,63,0.07352941176470588,0.0002590397245036342
EXEROFT2,count,exact_values,232,4,1,3,0.25,1.523763085315495e-05
EXEROFT2,count,exact_values,235,9,0,9,0.0,3.4284669419598644e-05
EXEROFT2,count,exact_values,236,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,238,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,240,26,3,23,0.11538461538461539,9.904460054550719e-05
EXEROFT2,count,exact_values,242,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,244,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,245,10,0,10,0.0,3.8094077132887376e-05
EXEROFT2,count,exact_values,250,68,9,59,0.1323529411764706,0.0002590397245036342
EXEROFT2,count,exact_values,256,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,260,105,7,98,0.06666666666666667,0.00039998780989531745
EXEROFT2,count,exact_values,262,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,265,3,0,3,0.0,1.1428223139866213e-05
EXEROFT2,count,exact_values,270,3,0,3,0.0,1.1428223139866213e-05
EXEROFT2,count,exact_values,275,11,4,7,0.36363636363636365,4.1903484846176115e-05
EXEROFT2,count,exact_values,276,4,0,4,0.0,1.523763085315495e-05
EXEROFT2,count,exact_values,280,1,0,1,0.0,3.8094077132887377e-06
EXEROFT2,count,exact_values,284,2,0,2,0.0,7.618815426577475e-06
EXEROFT2,count,exact_values,290,25,3,22,0.12,9.523519283221845e-05
EXEROFT2,count,exact_values,299,25,2,23,0.08,9.523519283221845e-05
EXEROFT2,count,exact_values,777,1072,142,930,0.13246268656716417,0.004083685068645527
EXEROFT2,count,exact_values,999,253,30,223,0.11857707509881422,0.0009637801514620507
EXEROFT2,count,exact_values,<MISSING>,145189,15350,129839,0.105724262857379,0.5530840964846786
EXERHMM2,count,exact_values,1,434,36,398,0.08294930875576037,0.0016532829475673122
EXERHMM2,count,exact_values,2,353,32,321,0.0906515580736544,0.0013447209227909244
EXERHMM2,count,exact_values,3,231,20,211,0.08658008658008658,0.0008799731817696984
EXERHMM2,count,exact_values,4,143,14,129,0.0979020979020979,0.0005447453030002895
EXERHMM2,count,exact_values,5,959,101,858,0.10531803962460896,0.0036532219970438996
EXERHMM2,count,exact_values,6,96,17,79,0.17708333333333334,0.00036570314047571883
EXERHMM2,count,exact_values,7,87,9,78,0.10344827586206896,0.0003314184710561202
EXERHMM2,count,exact_values,8,103,16,87,0.1553398058252427,0.00039236899446874
EXERHMM2,count,exact_values,9,9,1,8,0.1111111111111111,3.4284669419598644e-05
EXERHMM2,count,exact_values,10,3285,347,2938,0.10563165905631659,0.012513904338153505
EXERHMM2,count,exact_values,11,11,2,9,0.18181818181818182,4.1903484846176115e-05
EXERHMM2,count,exact_values,12,136,14,122,0.10294117647058823,0.0005180794490072684
EXERHMM2,count,exact_values,13,28,2,26,0.07142857142857142,0.00010666341597208466
EXERHMM2,count,exact_values,14,22,1,21,0.045454545454545456,8.380696969235223e-05
EXERHMM2,count,exact_values,15,6135,564,5571,0.09193154034229829,0.023370716321026407
EXERHMM2,count,exact_values,16,25,2,23,0.08,9.523519283221845e-05
EXERHMM2,count,exact_values,17,23,4,19,0.17391304347826086,8.761637740564097e-05
EXERHMM2,count,exact_values,18,21,1,20,0.047619047619047616,7.999756197906349e-05
EXERHMM2,count,exact_values,19,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,20,9031,540,8491,0.05979404274166759,0.03440276105871059
EXERHMM2,count,exact_values,21,2,1,1,0.5,7.618815426577475e-06
EXERHMM2,count,exact_values,22,20,2,18,0.1,7.618815426577475e-05
EXERHMM2,count,exact_values,23,9,0,9,0.0,3.4284669419598644e-05
EXERHMM2,count,exact_values,24,19,3,16,0.15789473684210525,7.237874655248601e-05
EXERHMM2,count,exact_values,25,1268,73,1195,0.057570977917981075,0.00483032898045012
EXERHMM2,count,exact_values,26,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,27,6,0,6,0.0,2.2856446279732427e-05
EXERHMM2,count,exact_values,28,8,2,6,0.25,3.04752617063099e-05
EXERHMM2,count,exact_values,29,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXERHMM2,count,exact_values,30,25591,1538,24053,0.06009925364385917,0.09748655279077209
EXERHMM2,count,exact_values,31,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXERHMM2,count,exact_values,32,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,33,4,0,4,0.0,1.523763085315495e-05
EXERHMM2,count,exact_values,34,5,1,4,0.2,1.9047038566443688e-05
EXERHMM2,count,exact_values,35,698,40,658,0.05730659025787966,0.002658966583875539
EXERHMM2,count,exact_values,36,4,0,4,0.0,1.523763085315495e-05
EXERHMM2,count,exact_values,37,10,0,10,0.0,3.8094077132887376e-05
EXERHMM2,count,exact_values,38,10,1,9,0.1,3.8094077132887376e-05
EXERHMM2,count,exact_values,40,2255,104,2151,0.04611973392461197,0.008590214393466104
EXERHMM2,count,exact_values,41,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,42,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,43,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,44,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,45,8044,433,7611,0.05382894082545997,0.03064287564569461
EXERHMM2,count,exact_values,47,4,0,4,0.0,1.523763085315495e-05
EXERHMM2,count,exact_values,48,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,50,491,22,469,0.04480651731160896,0.0018704191872247703
EXERHMM2,count,exact_values,52,4,0,4,0.0,1.523763085315495e-05
EXERHMM2,count,exact_values,54,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,55,65,4,61,0.06153846153846154,0.00024761150136376795
EXERHMM2,count,exact_values,58,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,59,24,1,23,0.041666666666666664,9.142578511892971e-05
EXERHMM2,count,exact_values,100,25145,1383,23762,0.05500099423344601,0.09578755695064531
EXERHMM2,count,exact_values,101,30,1,29,0.03333333333333333,0.00011428223139866214
EXERHMM2,count,exact_values,102,7,1,6,0.14285714285714285,2.6665853993021166e-05
EXERHMM2,count,exact_values,103,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,105,17,0,17,0.0,6.475993112590855e-05
EXERHMM2,count,exact_values,107,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,109,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,110,79,5,74,0.06329113924050633,0.0003009432093498103
EXERHMM2,count,exact_values,112,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,113,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,115,378,16,362,0.042328042328042326,0.0014399561156231428
EXERHMM2,count,exact_values,118,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,120,170,9,161,0.052941176470588235,0.0006475993112590855
EXERHMM2,count,exact_values,121,1,1,0,1.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,122,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,125,18,0,18,0.0,6.856933883919729e-05
EXERHMM2,count,exact_values,126,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,127,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,130,4690,277,4413,0.05906183368869936,0.01786612217532418
EXERHMM2,count,exact_values,133,1,1,0,1.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,135,4,0,4,0.0,1.523763085315495e-05
EXERHMM2,count,exact_values,140,19,1,18,0.05263157894736842,7.237874655248601e-05
EXERHMM2,count,exact_values,145,69,2,67,0.028985507246376812,0.0002628491322169229
EXERHMM2,count,exact_values,150,75,1,74,0.013333333333333334,0.00028570557849665534
EXERHMM2,count,exact_values,159,23,1,22,0.043478260869565216,8.761637740564097e-05
EXERHMM2,count,exact_values,200,10898,789,10109,0.07239860524866948,0.04151492525942067
EXERHMM2,count,exact_values,201,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,202,12,1,11,0.08333333333333333,4.5712892559464854e-05
EXERHMM2,count,exact_values,203,2,1,1,0.5,7.618815426577475e-06
EXERHMM2,count,exact_values,204,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,205,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,207,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,210,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,212,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,213,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,215,12,1,11,0.08333333333333333,4.5712892559464854e-05
EXERHMM2,count,exact_values,220,7,0,7,0.0,2.6665853993021166e-05
EXERHMM2,count,exact_values,224,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,225,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,230,1083,86,997,0.07940904893813482,0.004125588553491703
EXERHMM2,count,exact_values,235,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,240,12,2,10,0.16666666666666666,4.5712892559464854e-05
EXERHMM2,count,exact_values,245,7,0,7,0.0,2.6665853993021166e-05
EXERHMM2,count,exact_values,250,14,1,13,0.07142857142857142,5.333170798604233e-05
EXERHMM2,count,exact_values,259,9,2,7,0.2222222222222222,3.4284669419598644e-05
EXERHMM2,count,exact_values,300,4650,364,4286,0.07827956989247312,0.01771374586679263
EXERHMM2,count,exact_values,302,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,303,7,3,4,0.42857142857142855,2.6665853993021166e-05
EXERHMM2,count,exact_values,304,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,305,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,315,3,1,2,0.3333333333333333,1.1428223139866213e-05
EXERHMM2,count,exact_values,320,1,1,0,1.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,330,230,26,204,0.11304347826086956,0.0008761637740564097
EXERHMM2,count,exact_values,345,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,350,7,2,5,0.2857142857142857,2.6665853993021166e-05
EXERHMM2,count,exact_values,353,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,359,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,400,3477,298,3179,0.08570606844981306,0.013245310619104942
EXERHMM2,count,exact_values,404,5,0,5,0.0,1.9047038566443688e-05
EXERHMM2,count,exact_values,415,5,1,4,0.2,1.9047038566443688e-05
EXERHMM2,count,exact_values,420,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,430,207,24,183,0.11594202898550725,0.0007885473966507688
EXERHMM2,count,exact_values,445,2,1,1,0.5,7.618815426577475e-06
EXERHMM2,count,exact_values,450,9,0,9,0.0,3.4284669419598644e-05
EXERHMM2,count,exact_values,453,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,459,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,500,1253,101,1152,0.08060654429369513,0.004773187864750788
EXERHMM2,count,exact_values,502,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,505,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,530,21,1,20,0.047619047619047616,7.999756197906349e-05
EXERHMM2,count,exact_values,559,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,600,995,87,908,0.08743718592964825,0.003790360674722294
EXERHMM2,count,exact_values,601,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,602,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,630,8,1,7,0.125,3.04752617063099e-05
EXERHMM2,count,exact_values,650,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,657,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,659,47,2,45,0.0425531914893617,0.00017904216252457068
EXERHMM2,count,exact_values,700,193,15,178,0.07772020725388601,0.0007352156886647264
EXERHMM2,count,exact_values,720,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,730,1,0,1,0.0,3.8094077132887377e-06
EXERHMM2,count,exact_values,759,2,0,2,0.0,7.618815426577475e-06
EXERHMM2,count,exact_values,777,2374,265,2109,0.11162594776748104,0.009043533911347464
EXERHMM2,count,exact_values,800,609,48,561,0.07881773399014778,0.0023199292973928413
EXERHMM2,count,exact_values,808,3,0,3,0.0,1.1428223139866213e-05
EXERHMM2,count,exact_values,830,3,2,1,0.6666666666666666,1.1428223139866213e-05
EXERHMM2,count,exact_values,840,1,0,1,0.0,3.8094077132887377e-06
