position,name,title,semantic_type,source_kind,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_min,train_max,train_mean,train_std,test_mean,test_std,train_test_standardized_mean_difference,train_test_tvd,train_test_tvd_basis,constant_including_missing,constant_when_present,exact_duplicate_of,codebook_validation_available,codebook_validation_status,codebook_outside_count_train,codebook_outside_fraction_train,unexpected_nonblank_count_train,unexpected_nonblank_fraction_train,unexpected_values_preview,positive_missing_fraction_development,negative_missing_fraction_development,missing_target_gap,positive_mean_development,negative_mean_development,target_standardized_mean_difference,target_tvd,target_tvd_basis,max_supported_positive_rate_lift
64,HEIGHT3,Reported Height in Feet and Inches,continuous,core_survey,0.013430447833970774,0.013073807586465409,0.00035664024750536524,143,205.0,9999.0,739.0984530222903,1371.2135137455202,740.9773689427415,1376.8119209893553,-0.001367463341212116,0.006406232098767608,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.010526315789473684,0.013767716272228907,0.003241400482755223,674.9881409138472,745.5710133752484,-0.05524001460651886,0.07126099396977051,exact_values,0.06075453297955195
65,PREGNANT,Pregnancy Status,binary,core_survey,0.8522803114571746,0.8518362757019172,0.00044403575525742145,5,1.0,9.0,2.0091392969136823,0.5758048553658166,2.0062939651980747,0.5606143172082559,0.005007091785024025,0.0004988976903307601,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.978127696289905,0.8410048134777377,0.13712288281216733,2.067061143984221,2.007226952591191,0.09283004196920566,0.1371228828121674,exact_values,0.08151781027842915
66,QLACTLM2,Activity Limitation Due to Health Problems,binary,core_survey,0.021128498940984657,0.020735241682589892,0.00039325725839476494,5,1.0,9.0,1.7941513440140473,0.6643370697935879,1.8009448142581062,0.6871621928702282,-0.010051802156957805,0.001948952569171164,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.017773943054357203,0.02153529883674288,0.003761355782385678,1.5547259311314126,1.8178192284369743,-0.3671768847213701,0.2762719263636197,exact_values,0.09173728553948025
67,USEEQUIP,Health Problems Requiring Special Equipment,binary,core_survey,0.023596995139195758,0.023176295266915954,0.000420699872279804,5,1.0,9.0,1.899107967739519,0.4532353814220004,1.9010894388079818,0.45855845052189864,-0.004346239759923092,0.0013996409572612997,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.019628990509059533,0.024092458884877658,0.004463468375818125,1.706050605060506,1.9185698015944375,-0.41372545802609706,0.2120703053392755,exact_values,0.1507909548158466
68,BLIND,Blind or Difficulty seeing,binary,core_survey,0.025273134533042804,0.02469395404968047,0.0005791804833623349,5,1.0,9.0,1.9737776777283784,0.43344823078776595,1.9742214889667973,0.4352258284221445,-0.0010218108955597784,0.000786712170367043,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.02070750647109577,0.025847372643401523,0.005139866172305753,1.912863436123348,1.980183750675554,-0.13678995152853327,0.07931153447657467,exact_values,0.1308694128283177
69,DECIDE,Difficulty Concentrating or Remembering,binary,core_survey,0.026598808417267285,0.025973907239963796,0.0006249011773034885,5,1.0,9.0,1.940621213686613,0.5572532158630509,1.940762920272579,0.5611790719172034,-0.0002534006117884373,0.0008008834637915829,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.022174288179465058,0.02719280652493649,0.005018518345471432,1.862834201005912,1.9488531913065887,-0.13916224036537492,0.10431000012574751,exact_values,0.0871580018382762
70,DIFFWALK,Difficulty Walking or Climbing Stairs,binary,core_survey,0.02788181693510293,0.027427568363214146,0.0004542485718887837,5,1.0,9.0,1.8574138049945765,0.5725385951556904,1.8575000705026368,0.5708923881817758,-0.0001508887198504019,0.0011287861516377255,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.023295944779982744,0.028513170209921113,0.005217225429938369,1.6134717314487632,1.881464404913464,-0.41714553994764936,0.2805608104187267,exact_values,0.1335832591957083
71,DIFFDRES,Difficulty Dressing or Bathing,binary,core_survey,0.0287442668413915,0.028378390733138904,0.0003658761082525955,5,1.0,9.0,1.9730595570170346,0.387505838186835,1.9749800047047754,0.387191685587388,-0.004957928664808399,0.002072743138503599,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.024201898188093183,0.02936973525872443,0.005167837070631245,1.9016755824749105,1.9805380135084525,-0.18003518722666464,0.0834796612280275,exact_values,0.15741842553782104
72,DIFFALON,Difficulty Doing Errands Alone,binary,core_survey,0.030054703094762825,0.02978633924245056,0.00026836385231226306,5,1.0,9.0,1.9481482877906702,0.4841101224866028,1.9490487273960857,0.48590450555735715,-0.0018565453319095012,0.0008539562912849108,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.02545297670405522,0.0307694878994518,0.00531651119539658,1.843559096945551,1.9594419823765756,-0.20836698345100071,0.12934347896860704,exact_values,0.13617526782949824
73,SMOKE100,Smoked at Least 100 Cigarettes,categorical,core_survey,0.03212397336462127,0.03198054471150769,0.0001434286531135781,5,1.0,9.0,1.6138812446078956,0.7434748891616141,1.6140478461669232,0.7435690304777668,-0.0002240707977665305,0.0001983037948116138,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0274374460742019,0.03284195748094665,0.00540451140674475,1.4431334279630943,1.631486857794598,-0.25574624175968513,0.18224548869131524,exact_values,0.03509136298113469
74,SMOKDAY2,Frequency of Days Now Smoking,ordinal,core_survey,0.5832325110091883,0.5832198136753856,1.269733380271365e-05,6,1.0,9.0,2.438488987686098,0.8858293759978455,2.4398403053502093,0.885902809739413,-0.001525419782774382,0.0017215927790170378,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.41824849007765313,0.599825344297366,0.18157685421971287,2.5412680756395996,2.424169651154292,0.1333826084349794,0.18157685421971284,exact_values,0.04586090931925106
75,STOPSMK2,Stopped Smoking in past 12 months,categorical,core_survey,0.8609566184649611,0.8602839667577872,0.0006726517071738991,5,1.0,9.0,1.453041095890411,0.6057195978238116,1.4430048422981285,0.6043108031167586,0.016588420889863478,0.0019468758970896604,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8399482312338222,0.8631501537638722,0.023201922530049934,1.3951482479784367,1.457437713727406,-0.10895454853428711,0.023522407174947496,exact_values,0.021304197949316192
76,LASTSMK2,Interval Since Last Smoked,ordinal,core_survey,0.7233882395965076,0.7239598094698251,0.0005715698733175234,11,1.0,99.0,6.752969173479056,6.339940260364293,6.705660252376378,5.949904034422832,0.007694989960911913,0.001640977786435894,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.5804141501294219,0.7376905334937826,0.15727638336436067,6.888134896154637,6.732055815731626,0.025430835016366306,0.15855095518530402,exact_values,0.061079490374244774
77,USENOW3,Use of Smokeless Tobacco Products,ordinal,core_survey,0.03354412056013531,0.03343420583475804,0.00010991472537726782,6,1.0,9.0,2.977097575742287,0.490682397530482,2.9776962221675713,0.4931513680463379,-0.0012169627861204606,0.0005362537149627657,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.028861087144089734,0.03425842358604091,0.00539733644195118,2.972680023099818,2.977350310865361,-0.009762702003342843,0.008250052981249404,exact_values,0.014262708094876439
78,ALCDAY5,Days in past 30 had alcoholic beverage,count,core_survey,0.0358541453974736,0.03594839960138601,9.425420391240974e-05,41,101.0,999.0,534.9395865600404,355.888046872891,535.0380285830796,355.8958434568305,-0.00027660649354588855,0.005200132025624273,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.031363244176013806,0.036619200427864686,0.0052559562518508796,634.9219258005612,524.9998221751878,0.31564587802782956,0.15885754126509646,exact_values,0.04892774501194017
79,AVEDRNK2,Avg alcoholic drinks per day in past 30,count,core_survey,0.5208405077178601,0.5209226633997385,8.215568187841527e-05,49,1.0,99.0,3.469372698420775,10.487893142283745,3.517833629129215,10.615321725336887,-0.004592669652802918,0.0032571306290263015,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6549180327868852,0.5077550474662388,0.14716298532064642,3.6994624328041006,3.4533393317941057,0.022090294758439714,0.14747039770027343,exact_values,0.04940361984738923
80,DRNK3GE5,Binge Drinking,count,core_survey,0.5217730507260732,0.521919198383602,0.00014614765752885006,44,1.0,99.0,67.79923274472193,35.86231526011745,67.67392717815345,35.941101498853165,0.003490237562315501,0.002775709705403856,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6556082830025884,0.5086868231046932,0.1469214598978953,75.10910685206063,67.32112939575626,0.23456617172514577,0.14773797680384568,exact_values,0.05668442373520942
81,MAXDRNKS,Most drinks on single occasion past 30 days,count,core_survey,0.5227177838389687,0.5227603104800739,4.252664110515614e-05,59,1.0,99.0,5.563465357281962,13.84857104221884,5.671072796934866,14.15281968299515,-0.007685410290697234,0.004006001083027079,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6567299396031061,0.5096269554753309,0.14710298412777523,5.294332034686439,5.563590661213361,-0.019110430200149967,0.1473656840245584,exact_values,0.06322370088807683
82,FRUITJU1,How many times did you drink 100 percent PURE fruit juices?,count,core_survey,0.06319959772654547,0.06328454273672277,8.49450101772925e-05,110,101.0,999.0,367.6845577543047,192.29842117784972,368.0442624710854,192.92774854509193,-0.0018674963699592442,0.006547132073317032,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.05750647109577222,0.0642089517315149,0.0067024806357426844,367.03318533437084,367.7376641468827,-0.0035961780490179726,0.0699661496827297,exact_values,0.030287672795710638
83,FRUIT1,How many times did you eat fruit?,count,core_survey,0.06572599692199857,0.06604558461861966,0.0003195876966210903,135,101.0,999.0,212.71490175099814,141.7647721146835,213.17663354706085,143.07695610084156,-0.0032419891540689063,0.007525401180714284,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.060267471958584985,0.06672432811873245,0.006456856160147469,225.1964375889455,211.3521774363245,0.0954939671828172,0.07036997957236835,exact_values,0.03563680866267334
84,FVBEANS,How many times did you eat beans or lentils?,count,core_survey,0.06847181800173709,0.06877919893215334,0.0003073809304162539,109,101.0,999.0,314.4519264428283,149.9900580492306,315.29925581212694,151.33857464226523,-0.005623898909404274,0.007999756727285832,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.06298533218291631,0.06948204973926995,0.006496717556353643,326.3026243093923,313.39689446292977,0.0841088046649027,0.051129945555925885,exact_values,0.04548424598197455
85,FVGREEN,How many times did you eat dark green vegetables?,count,core_survey,0.0705471833239368,0.07100997449236142,0.00046279116842462553,116,101.0,999.0,259.25096561809397,138.7301138189099,259.9987206235484,140.33956056336993,-0.005358823541764208,0.007277712578016677,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.06496980155306299,0.07153362749030619,0.006563825937243195,280.9346221278952,257.0882506480415,0.1664271084065825,0.09887310656204933,exact_values,0.05237589530766197
86,FVORANG,How many times did you eat orange-colored vegetables?,count,core_survey,0.0724061742880217,0.07271962625366844,0.0003134519656467494,104,101.0,999.0,301.6227922043788,143.89474070974913,302.42207542519105,144.4219214706106,-0.0055444723772547595,0.005840980397307603,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.06660914581535807,0.07343478406204038,0.0068256382466823085,309.7188944352006,300.9701199081861,0.060344486207565856,0.05066808648916418,exact_values,0.026452027566622793
87,VEGETAB1,How many times did you eat OTHER vegetables?,count,core_survey,0.07467048623280052,0.0751149672240558,0.0004444809912552833,134,101.0,999.0,226.9585519360544,133.22102171923285,226.84399434575883,133.94870063016558,0.0008575609869155211,0.008886044201118803,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.06876617773943054,0.07574124214467175,0.006975064405241205,234.97391828036692,226.0656190523551,0.06549454837585902,0.05173955438760309,exact_values,0.04412476928873384
88,EXERANY2,Exercise in Past 30 Days,binary,core_survey,0.0798604233013851,0.08040848791815614,0.0005480646167710379,5,1.0,9.0,1.309949326002716,0.7216231336988517,1.3112821124632148,0.731405115160991,-0.0018344533363908913,0.0008436465703481446,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.07333908541846419,0.08104776708116058,0.007708681662696393,1.4184823091247671,1.2999986359358162,0.16562852860262697,0.11724147068218968,exact_values,0.056903408658021834
89,EXRACT11,Type of Physical Activity,categorical,core_survey,0.32861169945296903,0.32879254701542343,0.00018084756245440037,78,1.0,99.0,52.46509854475139,23.564924301285455,52.26476517380407,23.668076157756584,0.008482751096388587,0.006122222770512317,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.42817083692838653,0.3202717609306057,0.10789907599778081,54.97585816672954,52.23689128216477,0.11643840162399233,0.12547174726565413,exact_values,0.07691687155304623
90,EXEROFT1,"How Many Times Walking, Running, Jogging, or Swimming",count,core_survey,0.3326100537888369,0.3325958364951225,1.4217293714424706e-05,116,101.0,999.0,142.76532690393344,84.47610310150209,142.67531506849315,83.87782164110425,0.0010693099933282775,0.00656466055204111,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4327006039689387,0.3242077817890092,0.1084928221799295,150.64486692015208,142.04815872780333,0.09319639373032786,0.13243475028901747,exact_values,0.03982753156237352
91,EXERHMM1,"Minutes or Hours Walking, Running, Jogging, or Swimming",count,core_survey,0.33342069575022476,0.3334186635460189,2.032204205859589e-06,195,1.0,999.0,107.12584579934897,149.0206826155068,107.94886846797421,148.99152987874496,-0.0055234156868866425,0.0059041163106279704,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4333477135461605,0.32503509827517046,0.10831261527099001,111.67514274838219,106.88535205338682,0.02984823676915665,0.14874039242579826,exact_values,0.10245798881848568
92,EXRACT21,Other Type of Physical Activity Giving Most Exercise During Past Month,categorical,core_survey,0.33428314565651335,0.3343146307792172,3.148512270384485e-05,79,1.0,99.0,62.64925267229737,28.878764351467975,62.655468878756245,28.865687061418125,-0.00021530055779794033,0.006690949876066488,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4342105263157895,0.3259125551544324,0.10829797116135709,67.3144491040793,62.29474734701974,0.17651627715917959,0.14171920808808236,exact_values,0.07532726823668055
93,EXEROFT2,"How Many Times Walking, Running, Jogging, or Swimming",count,core_survey,0.5523976412147439,0.5535248996608124,0.0011272584460685353,100,101.0,999.0,147.00641366068876,88.46600467177187,146.8017815091635,86.79306567643438,0.0023350897505779004,0.00543253822311027,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6622088006902502,0.5425148749832865,0.11969392570696369,158.57509578544062,146.18023728411075,0.12371191215632249,0.12865684543699638,exact_values,0.044160615773131226
94,EXERHMM2,"Minutes or Hours Walking, Running, Jogging, or Swimming",count,core_survey,0.5528212473524616,0.5538997430951097,0.0010784957426480668,169,1.0,999.0,123.96480049068047,166.4038373204233,124.28153051604706,166.9925358262119,-0.0019000178592821662,0.005103153857846801,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6626833477135462,0.5429243548602755,0.11975899285327074,142.2074434070853,122.9011801702151,0.10794023372400383,0.12993809471236173,exact_values,0.04597402846599062
95,STRENGTH,How many times did you do physical activities or exercises to STRENGTHEN your muscles?,count,core_survey,0.08730248221006598,0.08764936596604467,0.0003468837559786886,102,101.0,999.0,602.5028248210278,365.33423072981367,602.2532667949334,365.6899729476929,0.0006827626097455215,0.005343446277047762,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.08011216566005176,0.08856464768017115,0.00845248202011939,678.6630868076725,595.5272037115142,0.23601745640423055,0.1160965428537841,exact_values,0.03632701881898097
96,LMTJOIN3,Limited Because of Joint Symptoms,binary,core_survey,0.6915050207993662,0.6926192413534591,0.0011142205540929373,5,1.0,9.0,1.5777946813134707,0.8386340430558545,1.575622378870349,0.819931437009711,0.0026193290178417846,0.0015399356560399252,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4588006902502157,0.7139532357267014,0.25515254547648575,1.4677560781187724,1.601075096042887,-0.16083518646566233,0.25515254547648575,exact_values,0.09948649991367488
97,ARTHDIS2,Does Arthritis Affect Whether You Work,binary,core_survey,0.691919484358572,0.6930306548789072,0.0011111705203352695,5,1.0,9.0,1.862600403592767,1.1452823846768645,1.860316893018823,1.1437235648061748,0.001995197998461948,0.001457972974771978,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4597497842968076,0.714291683380131,0.2545418990833235,1.843887247464665,1.8610956740472082,-0.014374153762943757,0.2545418990833235,exact_values,0.11538156950932567
98,ARTHSOCL,Social Activities Limited Because of Joint Symptoms,ordinal,core_survey,0.6923888033888491,0.6934694959727187,0.001080692583869558,6,1.0,9.0,2.441538370088569,0.9384108963674582,2.450847053209258,0.9453416528438557,-0.009883060405878502,0.0015915946502745317,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4608283002588438,0.7147136983553951,0.2538853980965513,2.2502000320051208,2.476573370241809,-0.23320138375098004,0.2538853980965513,exact_values,0.14602158747540844
99,JOINPAIN,How Bad Was Joint Pain,count,core_survey,0.6981516753775123,0.6993024255112956,0.001150750133783296,14,0.0,99.0,6.187153573555989,11.323296595445766,6.207935542718151,11.363435476127277,-0.0018320784650452011,0.002609714692030067,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4708369283865401,0.7200578285867094,0.2492209002001693,7.1587314527963475,6.036553329950148,0.09615936481892974,0.24922090020016932,exact_values,0.16053393541393396
100,SEATBELT,How often use seatbelts in car?,ordinal,core_survey,0.09115455528974355,0.09172693112937584,0.0005723758396322942,9,1.0,9.0,1.2779454369869627,0.9514318648826651,1.2794073238982948,0.9500871263807144,-0.0015375986803070495,0.0026929672481740114,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0872735116479724,0.09209954539376922,0.0048260337457968205,1.343101573947157,1.2718859015307016,0.0711484016650066,0.02107676660020505,exact_values,0.10630293883987842
101,FLUSHOT6,Adult flu shot/spray past 12 mos,categorical,core_survey,0.0932543008213083,0.09372914361989047,0.0004748427985821757,5,1.0,9.0,1.5700942746231537,0.7798181532977221,1.5706517901278159,0.7802720289955944,-0.0007147221197798681,0.0008955760774928356,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.08921484037963762,0.09419708517181441,0.004982244792176793,1.4367658203865101,1.5831841833345635,-0.1967856320215567,0.1208957456489329,exact_values,0.030437360117586326
102,FLSHTMY2,When did you (adult) receive your most recent seasonal flu shot/spray?,date,core_survey,0.5691651302055556,0.569871730405288,0.0007066001997324545,29,12014.0,999999.0,136624.13337153042,163329.0217453412,136739.20430633196,163922.34021844703,-0.0007032560230563408,0.003649565788963566,exact_values,False,False,,False,not_machine_checkable,0,0.0,0,0.0,[],0.46048317515099224,0.5803750501403931,0.1198918749894009,138657.79785702864,136131.2182459075,0.015252630351572719,0.12019400654879392,exact_values,0.06728303558894579
103,IMFVPLAC,Where did you get your last flu shot/vaccine?,categorical,core_survey,0.5668429152635348,0.5677415225957451,0.000898607332210255,14,1.0,99.0,4.132649471625368,5.332797957905846,4.122292724196278,5.313821057939526,0.0019455436437890977,0.004076654714225981,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.4570750647109577,0.5781354459152294,0.12106038120427165,3.4969408025427096,4.197931936135652,-0.1327735895681461,0.1689435755173445,exact_values,0.060283350045202994
104,PNEUVAC3,Pneumonia shot ever,binary,core_survey,0.09454035686531458,0.0949359566278719,0.0003955997625573193,5,1.0,9.0,2.0703032179675747,1.6676837646740899,2.0687206424566895,1.664129402331471,0.0009499780035875183,0.0012612638938259437,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.09020707506471096,0.09551327049070732,0.005306195425996363,1.5177580729290152,2.120590015198481,-0.40764521639591156,0.29480833434565873,exact_values,0.06667770188945772
105,HIVTST6,Ever tested HIV,categorical,core_survey,0.09776463955384217,0.09829126249097175,0.0005266229371295866,5,1.0,9.0,1.9093749472226444,1.1670585837480467,1.910370280244961,1.1679348431483751,-0.0008525359778449048,0.0007154108573154748,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.09288179465056083,0.09881000133707715,0.005928206686516321,2.013601559899177,1.8985302299703264,0.09708871201691584,0.07363620149648815,exact_values,0.030179241068871474
106,HIVTSTD3,Month and Year of Last HIV Test,date,core_survey,0.7418227254026544,0.7422265699997257,0.00040384459707132336,>256,11985.0,999999.0,388963.86517464026,355722.38637109235,386607.4856180174,355336.7387311873,0.006627801055836618,0.004500000000000007,sample_quantile_bins,False,False,,False,not_machine_checkable,0,0.0,0,0.0,[],0.8021138912855911,0.7359272630030753,0.06618662828251576,452485.2620449095,385225.0946835443,0.18904645239769455,0.051206079841528834,sample_quantile_bins,0.0312949449032966
107,WHRTST10,Location of last HIV test,categorical,core_survey,0.7422585216450547,0.7425008456833578,0.0002423240383031544,12,1.0,99.0,4.590394210986828,10.920905926439096,4.679637848393396,11.136884327283772,-0.008091414294622618,0.00310963107563694,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8025021570319241,0.7363868832731648,0.06611527375875925,5.299257317605941,4.56757013789824,0.06205848388176289,0.0824807555777979,exact_values,0.05384853545995556
108,PDIABTST,Had a test for high blood sugar or diabetes in the past three years?,binary,optional_module,0.8127417069194082,0.8118651660739264,0.0008765408454817214,5,1.0,9.0,1.6175503694300686,1.2763540808235423,1.6184760423753524,1.2719767078431141,-0.0007264924818568007,0.0009101156239952128,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.830716134598792,0.8110877122609974,0.019628422337794604,1.4959225280326198,1.6242148102273732,-0.1028223057367256,0.024998205357514704,exact_values,0.02939385243770421
109,PREDIAB1,Ever been told by a doctor or other health professional that you have pre-diabetes or borderline diabetes?,categorical,optional_module,0.8127417069194082,0.8118651660739264,0.0008765408454817214,6,1.0,9.0,2.7971552257266543,0.6655966912471574,2.7948294294878027,0.6684135302740875,0.0034869163914394373,0.0010563579847253505,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.830716134598792,0.8110835338949057,0.019632600703886283,2.656472986748216,2.809302634198129,-0.19967871402684806,0.03328989130451083,exact_values,0.054103617533045864
110,INSULIN,Now Taking Insulin,binary,optional_module,0.9338382068356011,0.9332961537406632,0.0005420530949379332,4,1.0,9.0,1.678535237217872,0.5242835220072658,1.6917489035087718,0.5385041726561609,-0.024863824901254744,0.0010785469252842879,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8369715271786022,0.9430739403663592,0.10610241318775693,1.5956602275734322,1.702290076335878,-0.19419632200215522,0.10610241318775691,exact_values,0.1875419033182637
111,BLDSUGAR,How Often Check Blood for Glucose,ordinal,optional_module,0.9338412543617718,0.9332961537406632,0.000545100621108574,80,101.0,999.0,253.75392694274265,272.29410695018305,257.8042763157895,276.33591049893334,-0.014764921110818176,0.0016301711174855412,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8369715271786022,0.9430781187324508,0.1061065915538486,227.76131251653877,260.27145269030314,-0.12289027451729023,0.10621805046076094,exact_values,0.19812694734230224
112,FEETCHK2,How Often Check Feet for Sores or Irritations,ordinal,optional_module,0.9338473494141131,0.9332961537406632,0.0005511956734498558,73,101.0,999.0,268.7538582024232,283.50828166318473,275.7324561403509,288.7290709155806,-0.024389556129084246,0.0017125772515783465,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430822970985426,0.10606762928145896,253.51799894123874,272.99889884011156,-0.06978024094891044,0.10620833675101331,exact_values,0.19004844466988458
113,DOCTDIAB,Times Seen Health Professional for Diabetes,count,optional_module,0.9338503969402837,0.9333144387862387,0.0005359581540450575,48,1.0,99.0,14.523173316133787,28.02596895985019,15.819714834110227,29.343072320410318,-0.04518813378185909,0.002142196025612211,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430822970985426,0.10606762928145896,15.87083112758073,14.071281750110115,0.06369793255475754,0.10611776967455962,exact_values,0.2424671599751978
114,CHKHEMO3,Times Checked for Glycosylated Hemoglobin,ordinal,optional_module,0.9338503969402837,0.9333235813090264,0.000526815631257338,42,1.0,99.0,14.492674836450751,28.759787420831724,14.415055532702592,28.695746302820584,0.0027018896353914437,0.0013192971462800986,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430822970985426,0.10606762928145896,15.78215987294865,14.183379826750844,0.054937809864927876,0.10610941294237616,exact_values,0.28118945462969586
115,FEETCHK,Times Feet Check for Sores/irritations,count,optional_module,0.9344599021744099,0.9339544153813804,0.0005054867930295304,46,1.0,99.0,24.242583465079512,36.528859121070326,24.205426356589147,36.45942606611783,0.0010181659038120028,0.0011213368908835342,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8387402933563417,0.9436004144939163,0.10486012113757459,23.326645264847514,24.448362720403022,-0.031071337977448734,0.104914439896767,exact_values,0.26927368678172464
116,EYEEXAM,Last Eye Exam Where Pupils Were Dilated,categorical,optional_module,0.9338503969402837,0.9333235813090264,0.000526815631257338,8,1.0,9.0,2.4106237906569614,1.4608296678996484,2.4079254079254078,1.4811499858558683,0.001834355560280403,0.0009384883854742377,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430822970985426,0.10606762928145896,2.3488618316569614,2.427617090001468,-0.05496845423647621,0.10606762928145892,exact_values,0.14375272372651499
117,DIABEYE,Ever Told Diabetes Has Affected Eyes,binary,optional_module,0.9338534444664544,0.9333235813090264,0.0005298631574279788,5,1.0,9.0,1.8852338170928358,0.7029446550979424,1.8852324146441795,0.731735372824221,1.9546746628385553e-06,0.0006917074735361507,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430864754646343,0.10607180764755064,1.836156696664902,1.8985390206299098,-0.08472380876136228,0.10607180764755063,exact_values,0.21576296985637355
118,DIABEDU,Ever Taken Class in Managing Diabetes,binary,optional_module,0.9338534444664544,0.9333235813090264,0.0005298631574279788,5,1.0,9.0,1.4660677263303385,0.623255783367955,1.4624982860276978,0.6369698596601976,0.005664428412528181,0.0007403187187035211,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8370146678170837,0.9430864754646343,0.10607180764755064,1.4544732662784543,1.4683943910138757,-0.022049908343105322,0.10607180764755063,exact_values,0.1335993521797761
119,CAREGIV1,Provided regular care for family or friend,categorical,optional_module,0.7536501744708732,0.7515976558571572,0.0020525186137160256,6,1.0,9.0,1.8086619822851204,0.5982719486641626,1.8065881486934119,0.584067090235031,0.003507765319523211,0.0021439514200784797,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.7293787748058671,0.756906839149619,0.02752806434375188,1.8181093575641638,1.806785953694632,0.01880280435100574,0.027627095585788065,exact_values,0.009837492093558123
120,CRGVREL1,Relationship Of Person To Whom You Are Giving Care?,categorical,optional_module,0.9456534657991376,0.9453277137293264,0.0003257520698111138,18,1.0,99.0,7.574216340492345,8.67021676871045,7.626086956521739,8.749963501450706,-0.005955170580100577,0.001078663444492281,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.9419758412424504,0.9459026942104559,0.003926852968005545,8.358364312267659,7.555186529697999,0.0949610073671389,0.013153324851718832,exact_values,0.13492115242919028
121,CRGVLNG1,How Long Provided Care For Person.,ordinal,optional_module,0.9457083212702089,0.9453917113888406,0.0003166098813682794,8,1.0,9.0,3.3603143418467583,1.5389442061682703,3.3554327808471456,1.5379792734239253,0.0031730140784758626,0.0009933139326743917,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.9419758412424504,0.9459570129696484,0.00398117172719803,3.5115241635687733,3.3379464976032165,0.11354262336913078,0.005711157331987753,exact_values,0.01630743481857752
122,CRGVHRS1,How Many Hours Do You Provide Care For Person?,ordinal,optional_module,0.9457875569506453,0.945446566525567,0.00034099042507829136,7,1.0,9.0,2.210242284557873,1.7203384999067075,2.208647561588738,1.724790108784298,0.0009257835157769357,0.0007433188793424693,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.9420621225194132,0.9460322235592994,0.003970101039886154,2.4125093075204767,2.199829668628058,0.12031410434399968,0.00514567118100371,exact_values,0.03488349217183602
